user_id; birth_year;gender;location
117;1996;male;Manganagua  Distrito Nacional  Dominican Republic
118;1985;female;
119;1984;male;Torrance  CA
120;1987;female;Phnom Penh
121;1994;male;Gujranwala  04
122;1992;female;Yogyakarta
123;None;female;
124;1992;male;Medan  Indonesia
125;1987;male;Phnom Penh
126;1996;female;Santo Domingo  Dominican Republic
127;1995;female;Jakarta  Indonesia
128;1991;female;Yogyakarta
129;1997;female;Santiago  Chile
130;1994;male;Dubai  United Arab Emirates
131;1992;male;Jakarta  Indonesia
132;1985;female;Mataram
133;1993;female;Yogyakarta
134;1992;male;Medan  Indonesia
135;1997;male;Medan  Indonesia
136;1993;male;Yogyakarta
137;1993;;King City  Ontario
138;1995;female;Santiago De Los Caballeros  Santiago  Dominican Republic
139;1992;male;Bekasi
140;1993;male;Phnom Penh  11
141;1996;female;
142;1998;male;Miskolc  Hungary
143;1991;female;Medan  Indonesia
144;1993;male;Phnom Penh  11
145;1995;female;Tarutung  Sumatera Utara  Indonesia
146;1991;male;Yogyakarta
147;1980;female;
148;1993;male;Phnom Penh
149;1998;female;Orlando  Florida
150;1990;female;Yogyakarta
151;1985;female;Paramount  CA
152;1999;male;Jakarta  Indonesia
153;1996;female;Bekasi
154;1990;female;Phoenix  Arizona
155;1978;female;
156;1980;male;  
157;1995;male;Tanjungbalai  Sumatera Utara  Indonesia
158;1986;male;Santo Domingo  Dominican Republic
159;1993;female;Padangsidimpuan  Sumatera Utara  Indonesia
160;1991;female;Yogyakarta
161;1994;female;Medan  Indonesia
162;1976;male;
163;1986;male;Medan  Indonesia
164;1985;male;undefined  undefined
165;1996;male;San Clemente  California
166;1993;male;Medan  Indonesia
167;1994;male;Medan  Indonesia
168;1982;female;
169;1985;male;Phnom Penh
170;1989;male;Phnom Penh
171;None;female;
172;1993;male;Fullerton  California
173;1995;male;Medan  Indonesia
174;1988;female;Manhattan Beach  California
175;1990;male;Semarang  Indonesia
176;1987;female;Los Angeles  California
177;1996;male;  
178;1992;female;Ottawa  Ontario
179;1996;female;Tripoli  Libya
180;1995;female;Cirebon
181;1990;male;Phnom Penh  11
182;1991;female;Los Angeles  California
183;1994;male;Los Angeles  California
184;1995;female;Santo Domingo  Dominican Republic
185;1985;male;
186;1952;female;Zagreb  Croatia
187;None;female;
188;1977;male;  
189;1991;male;Djokja  Yogyakarta  Indonesia
190;1988;male;Islamabad  08
191;1981;male;  
192;1984;female;Phnom Penh
193;1995;female;Laventure  Flacq  Mauritius
194;1990;female;Semarang  Indonesia
195;1992;male;Yogyakarta
196;1977;male;Bayan  02
197;1995;female;Paris  France
198;1991;female;Medan  Indonesia
199;1988;male;Sibolga
200;1988;female;Toronto  Ontario
201;None;female;
202;1994;female;Flacq  Flacq  Mauritius
203;1993;male;Medan  Indonesia
204;1987;male;Yogyakarta  10
205;1991;male;Yogyakarta
206;1988;male;Phnom Penh
207;1994;male;Medan  Indonesia
208;1993;male;Tanjungbalai  Sumatera Utara  Indonesia
209;1994;female;Purwokerto  Jawa Tengah  Indonesia
210;1991;male;
211;1958;female;Miskolc  Hungary
212;1990;male;Toronto  ON
213;1990;female;Toronto  Ontario
214;1996;female;Medan  Indonesia
215;1994;female;Malang
216;1993;female;Manila  Philippines
217;1995;female;Phnom Penh
218;1996;female;Phnom Pen  Phnum Penh  Cambodia
219;1987;female;Varanasi  India
220;1994;female;Djokja  Yogyakarta  Indonesia
221;1991;female;Sigli  Aceh  Indonesia
222;1991;male;Phnom Penh
223;1991;female;Port Louis  Mauritius
224;1994;female;Phnom Penh
225;1989;male;Phoenix  Arizona
226;1979;male;San Francisco  California
227;1986;female;Sewon  Yogyakarta  Indonesia
228;1995;female;Santo Domingo  Dominican Republic
229;1998;female;Yogyakarta
230;1998;female;Phnom Penh
231;1995;female;Newark  New Jersey
232;1992;male;Yogyakarta
233;1994;female;Bantoel  Yogyakarta  Indonesia
234;1990;male;Phnom Penh
235;1986;male;Bellflower  CA
236;1991;male;  
237;1982;male;Stoney Creek  ON
238;1996;male;Medan  Indonesia
239;1992;male;Phnom Penh
240;1992;female;Phnom Penh  11
241;1996;female;Jakarta  04
242;1992;male;Medan  Indonesia
243;1991;male;Long Beach  California
244;1991;female;Yogyakarta
245;1971;male;San Francisco  CA
246;1991;female;Sault Sainte Marie  Ontario
247;1994;female;Jogjakarta  Indonesia
248;1993;female;San Clemente  California
249;1991;male;Los Angeles  California
250;1986;male;Mazar-e Sharif  Afghanistan
251;1994;female;Tbilisi  Georgia
252;1994;male;Yogyakarta
253;1977;female;Pinole  California
254;1994;male;Yogyakarta
255;1967;female;Los Angeles  California
256;1984;female;San Francisco  California
257;1999;female;
258;1997;female;Santo Domingo  Dominican Republic
259;None;female;
260;1997;female;Medan  26
261;1985;female;
262;1995;male;Port Louis  Mauritius
263;1990;female;Phnom Penh
264;1990;female;
265;1993;male;Sibolga
266;1991;female;Yogyakarta
267;1992;male;Tbilisi  Georgia
268;1992;male;
269;1991;male;Tempe  Arizona
270;1987;male;Valley Stream  NY
271;1992;male;Los Angeles  California
272;1994;female;
273;1994;male;Phnom Penh
274;1997;male;DKI Jakarta
275;1994;male;Seal Beach  California
276;1994;female;Yogyakarta
277;1989;female;Porto Alegre
278;1995;male;Jakarta  Indonesia
279;1993;female;Mataram
280;None;female;
281;1978;male;Anaheim  California
282;1977;female;
283;1997;female;  
284;1995;female;Hatillo Palma Adentro  Monte Cristi  Dominican Republic
285;1994;male;Santo Domingo  Dominican Republic
286;1995;male;Porto Alegre
287;1995;male;Cabanas  Galicia
288;1977;male;Irvine  CA
289;1974;female;Tbilisi  Georgia
290;1996;male;
291;1987;male;Yogyakarta
292;1982;male;Torrance  CA
293;1997;female;Parapat  Sumatera Utara  Indonesia
294;1991;male;Yogyakarta
295;1993;female;Medan  Indonesia
296;1994;female;Medan  Indonesia
297;1988;male;Queen Creek  Arizona
298;1988;male;Woodbridge  ON
299;1990;female;Phnom Penh
300;1992;male;Canoas  23
301;1990;male;
302;1981;male;Melrose  Moka  Mauritius
303;1988;male;Toronto  Ontario
304;1994;male;Phnom Penh
305;1985;male;Tempe  AZ
306;1988;male;Tbilisi  Georgia
307;1984;male;Holly Woods  Massachusetts
308;1982;male;Swartz Creek  Michigan
309;1980;male;Los Angeles  California
310;1994;female;Medan  Indonesia
311;1992;female;Tempe  Arizona
312;1980;male;  
313;1992;female;Pattaya  46
314;1995;female;Medan  Indonesia
315;1986;female;London  United Kingdom
316;1987;male;Hoboken  New Jersey
317;1994;male;Jakarta  04
318;1991;male;Hamilton  Ontario
319;1993;male;Surabaya  Indonesia
320;1991;female;Yogyakarta
321;1993;male;Los Angeles  California
322;1986;female;Medan  Indonesia
323;1998;female;Jakarta  Indonesia
324;1984;male;Lincoln Heights  California
325;1991;female;Bell Gardens  California
326;1991;male;Los Angeles  California
327;1995;male;Medan  Indonesia
328;1990;female;Flacq  Flacq  Mauritius
329;1992;male;Los Angeles  California
330;1971;female;Kalibo  Aklan
331;1982;male;Manhattan Beach  California
332;1979;male;Los Angeles  CA
333;1984;female;
334;1997;male;Medan  Indonesia
335;1974;male;Essen
336;1997;female;Bekasi
337;1981;male;Rancho Cucamonga  CA
338;1984;male;Orange  California
339;1987;male;Los Angeles  California
340;1999;female;Darkhan  Darhan-Uul  Mongolia
341;1994;female;Yogyakarta
342;1987;male;Toronto  Ontario
343;1994;female;Santo Domingo  Dominican Republic
344;1991;female;Yogyakarta
345;1988;male;Los Angeles  California
346;1978;female;
347;1991;male;Phnom Penh
348;1997;female;Santo Domingo  Dominican Republic
349;1989;male;Bantoel  Yogyakarta  Indonesia
350;1989;male;Pematangsieantar  Sumatera Utara  Indonesia
351;1993;male;  
352;1988;female;Los Angeles  California
353;1992;male;Phnom Penh
354;None;female;
355;1993;male;  
356;1989;male;Phnom Penh
357;1987;female;Los Angeles  CA
358;1980;female;
359;None;female;
360;None;male;
361;1963;female;Gumi
362;1987;male;Mataram
363;1990;male;Yogyakarta
364;1981;male;  
365;1994;male;Medan  Indonesia
366;1987;male;
367;1990;male;Phnom Penh
368;1990;female;Medan  Indonesia
369;1990;male;
370;1968;male;Miskolc  Hungary
371;1990;male;South Gate  CA
372;1996;female;Sragen  Jawa Tengah  Indonesia
373;1983;male;Los Angeles  California
374;1989;female;Mataram
375;1989;male;Phnom Penh
376;1994;female;Yogyakarta
377;1990;male;Djidjelli  Jijel  Algeria
378;1997;female;Miskolc  Hungary
379;1995;female;Yogyakarta
380;1994;male;Phnom Penh
381;1987;female;Jeddah  14
382;1994;male;Medan  Indonesia
383;1994;male;Cirebon
384;1990;female;Atlanta  Georgia
385;1993;male;Jogjakarta  Indonesia
386;1995;female;Karachi  Pakistan
387;1991;female;Medan  Indonesia
388;1993;male;Phoenix  Arizona
389;None;male;
390;1993;female;Sihanoukville
391;1992;female;Solo City
392;1993;male;Yogyakarta
393;1986;male;San Francisco  California
394;1997;female;Tbilisi  Georgia
395;1992;female;Phnom Pen  Phnum Penh  Cambodia
396;1994;female;Yogyakarta
397;1984;female;Santo Domingo  Dominican Republic
398;1990;male;
399;1990;male;Los Angeles  California
400;1986;female;Atlanta  Georgia
401;1995;male;Medan  Indonesia
402;1994;female;Darkhan  Darhan-Uul  Mongolia
403;1993;female;Medan  Indonesia
404;1994;female;Surakarta  Indonesia
405;1989;male;Monterey Park  California
406;1992;male;
407;1992;female;Santo Domingo  Dominican Republic
408;1991;female;Port Louis  Mauritius
409;1992;male;Medan  Indonesia
410;1981;male;Fremont  CA
411;1969;female;Colton  California
412;1994;female;Los Angeles  California
413;1995;male;Siantar
414;1957;female;Vancouver  British Columbia
415;1997;female;Medan  Indonesia
416;1984;male;Los Angeles  California
417;1994;female;Yogyakarta
418;1990;male;Sragen  Jawa Tengah  Indonesia
419;1994;male;Semarang  07
420;1991;female;Medan  Indonesia
421;1991;female;Toronto  Ontario
422;1979;female;
423;1991;male;Yogyakarta
424;1990;male;Irvine  CA
425;1985;male;Perawang  Riau  Indonesia
426;1983;female;Phnom Penh
427;1993;male;Medan  Indonesia
428;1992;female;Phnom Penh
429;None;female;
430;1993;female;Kalibo Town  Aklan  Philippines
431;1976;male;Toronto  Ontario
432;1979;female;Vancouver  British Columbia
433;1992;female;Okayama  31
434;1994;male;Los Angeles  California
435;1994;male;Medan  Indonesia
436;1993;female;Cilegon
437;1985;male;Banjarnegara  Jawa Tengah  Indonesia
438;1993;male;Yogyakarta
439;1993;male;Medan  Indonesia
440;None;male;
441;1989;female;Jakarta  Indonesia
442;1990;female;Yogyakarta
443;1994;male;Porto Alegre
444;1996;male;
445;1991;male;Medan  Indonesia
446;1992;male;Phnom Penh
447;1991;male;Palmar  Flacq  Mauritius
448;1987;male;
449;1992;female;Malang
450;1997;male;Medan  Indonesia
451;1969;male;
452;1978;female;San Francisco  California
453;1994;male;Medan  Indonesia
454;1984;female;
455;1996;female;Medan  Indonesia
456;1992;male;Peshawar  03
457;1979;male;Marina del Rey  California
458;1984;male;Banda Atjeh  Aceh  Indonesia
459;1990;female;Phnom Penh
460;None;female;
461;1974;female;Santo Domingo  Dominican Republic
462;1956;male;Phoenix  Arizona
463;1975;male;San Francisco  California
464;1989;male;Phnom Penh
465;1995;male;Medan  Indonesia
466;1985;male;Abidjan  Cote d'Ivoire
467;None;female;
468;1988;female;
469;1994;male;Barcelona  Spain
470;None;male;
471;1991;male;Los Angeles  CA
472;1990;female;Surabaya  Indonesia
473;1994;female;Sragen  Jawa Tengah  Indonesia
474;1985;female;Phnom Penh
475;1970;female;Tbilisi  Georgia
476;1992;male;Surabaya  08
477;1997;male;Pekanbaru
478;1980;male;Hollywood  California
479;1983;male;Islamabad  08
480;1992;female;Scottsdale  AZ
481;1992;female;Jakarta  Indonesia
482;1989;male;Phnom Penh
483;1988;female;
484;1993;male;
485;1992;male;Torrance  CA
486;1994;female;Phnom Pen  Phnum Penh  Cambodia
487;1988;female;Los Angeles  California
488;1991;male;Medan  Indonesia
489;1978;male;Millbrae  California
490;1992;male;Los Angeles  California
491;1985;male;
492;1993;male;Phnom Penh
493;1993;female;Los Angeles  California
494;1982;male;
495;1985;male;
496;1991;male;Denver  CO
497;1991;female;Yogyakarta
498;1994;male;Norwalk  California
499;1993;female;Hanoi  44
500;1992;female;Yogyakarta
501;1993;male;Medan  Indonesia
502;1984;male;Grande Prairie  AB
503;1993;male;Grand Bois  Savanne  Mauritius
504;1991;female;Bronx  New York
505;1991;male;Salatiga
506;1992;male;Bantul
507;1992;female;Yogyakarta
508;1993;female;Phnom Penh  11
509;1991;female;Toronto  Ontario
510;1992;male;Okara  04
511;1997;male;Port Louis  Mauritius
512;1996;female;Santo Domingo  Dominican Republic
513;1988;male;
514;1991;male;Santo Domingo  Dominican Republic
515;1977;female;Ottawa  Ontario
516;1991;female;Bandung  Indonesia
517;1986;male;
518;1992;male;Djokja  Yogyakarta  Indonesia
519;1996;female;Medan  Indonesia
520;1987;female;Medan  Indonesia
521;1992;female;Tehran  Iran
522;1990;female;Jogjakarta  Indonesia
523;None;female;
524;1996;male;Phnom Penh  11
525;1991;male;Phoenix  Arizona
526;1979;male;Jakarta  04
527;1980;male;Dhahran  06
528;1984;male;Los Angeles  CA
529;1997;male;
530;1997;male;Phnom Penh
531;1996;male;Yogyakarta
532;1994;male;Medan  Indonesia
533;1993;male;Hong Kong
534;1995;male;Notre Dame  Pamplemousses  Mauritius
535;1950;male;Bangkok  40
536;1993;male;Yogyakarta
537;1997;male;Medan  Indonesia
538;1969;male;  
539;1989;male;Phnom Penh
540;1994;male;Bat'Umi  Ajaria  Georgia
541;1990;female;Yogyakarta
542;1992;female;Pematangsieantar  Sumatera Utara  Indonesia
543;1994;female;Curepipe  Mauritius
544;1984;male;Medan  Indonesia
545;1988;male;Medan  Indonesia
546;1995;male;Medan  Indonesia
547;1981;female;
548;1994;female;Yogyakarta
549;1991;female;London  Ontario
550;1994;male;Phnom Penh
551;1995;female;Medan  Indonesia
552;1990;male;
553;1990;male;undefined  undefined
554;1991;female;Bekasi
555;1993;male;Palmdale  California
556;1988;male;Jogjakarta  Indonesia
557;1994;male;Gamping  Yogyakarta  Indonesia
558;1996;female;Santo Domingo  Dominican Republic
559;1992;male;
560;1988;female;La Palma  California
561;1980;female;Scarborough  ON
562;1986;male;Kingston  NY
563;None;female;
564;1992;female;Medan  Indonesia
565;1972;female;Wailuku  Hawaii
566;1992;female;Medan  Indonesia
567;1994;male;Roswell  GA
568;1994;male;Boston  New York
569;1988;female;Phnom Penh
570;1994;female;Medan  Indonesia
571;1995;male;Medan  Indonesia
572;1944;female;Fredericton  NB
573;1992;female;Los Angeles  California
574;1995;male;Miskolc  Hungary
575;1994;male;Malang
576;None;male;
577;1992;male;Phnom Penh
578;1995;male;Phnom Penh
579;1945;male;Medan  Indonesia
580;1994;male;Islamabad  08
581;1991;male;Yogyakarta
582;1993;male;Santo Domingo  Dominican Republic
583;1992;male;Medan  Indonesia
584;1983;female;Phoenix  Arizona
585;1990;female;Tbilisi  Georgia
586;1992;female;Medan  Indonesia
587;1993;male;Phnom Penh
588;1994;male;Sleman
589;1992;male;Milan  Italy
590;1993;male;Los Angeles  California
591;1987;male;Santa Monica  California
592;1991;female;Medan  26
593;1993;female;Toronto  Ontario
594;1991;female;Jakarta  Indonesia
595;1985;female;
596;1987;female;Karachi  Pakistan
597;1983;male;Los Angeles  California
598;1996;female;Tebing Tinggi
599;1990;male;Los Angeles  California
600;None;male;Rowland Heights  California
601;1988;male;Yogyakarta
602;1991;male;Djokja  Yogyakarta  Indonesia
603;1984;male;Phnom Penh
604;1988;male;Los Angeles  California
605;1986;male;Provo  Utah
606;1997;male;Phnom Penh
607;1986;male;
608;None;female;
609;1991;male;Santo Domingo  Dominican Republic
610;1980;male;
611;1990;male;Banda Aceh  Indonesia
612;1992;male;Santo Domingo  Dominican Republic
613;1987;female;
614;1993;male;Phnom Penh  11
615;1988;male;Santo Domingo  Dominican Republic
616;1998;female;Santo Domingo  Dominican Republic
617;1992;female;Bogor  Indonesia
618;1996;male;Pematangsiantar
619;1983;male;Jeddah  14
620;1994;male;Medan  Indonesia
621;1993;female;Medan  Indonesia
622;1995;male;Santo Domingo  Dominican Republic
623;1998;male;Casablanca  Morocco
624;1993;male;Djokja  Yogyakarta  Indonesia
625;1990;male;  
626;1995;male;Santo Domingo  Dominican Republic
627;1969;male;Sanford  Florida
628;1993;female;Port Louis  18
629;1982;male;Monrovia  CA
630;1990;male;Manhattan  New York
631;1989;male;Yogyakarta
632;1990;female;Yogyakarta
633;1991;male;Los Angeles  California
634;1978;male;Washington Heights  New York
635;1988;male;Stanton  California
636;1998;female;Santo Domingo  Dominican Republic
637;1983;female;Port Louis  Mauritius
638;1995;female;Grand Baie  Riviere Du Rempart  Mauritius
639;1987;female;Sistan  07
640;1992;female;Yogyakarta
641;None;male;
642;1993;female;Jakarta  04
643;1994;male;Medan  Indonesia
644;1992;male;Santo Domingo  05
645;1991;male;Tbilisi  Georgia
646;1981;female;Semarang  Indonesia
647;1995;male;Phnom Penh
648;1990;male;Phnom Pen  Phnum Penh  Cambodia
649;1985;male;Hamilton  Ontario
650;None;male;
651;1986;male;Ventura  California
652;1989;male;Irvine  California
653;1992;male;Medan  Indonesia
654;1993;female;Phnom Penh
655;1993;female;San Felipe de Puerto Plata
656;1920;female;Jakarta  04
657;1993;male;Toronto  Ontario
658;1988;male;Purwokerto  Jawa Tengah  Indonesia
659;1982;male;
660;1984;male;Highland  CA
661;1982;male;Colombo  Sri Lanka
662;1983;female;Phnom Penh
663;1991;male;Surabaya  Indonesia
664;1992;male;Los Angeles  California
665;1994;female;Yogyakarta
666;None;female;
667;1996;female;Medan  Indonesia
668;1975;male;
669;1985;male;La Habra  California
670;1992;male;Port Louis  Mauritius
671;1958;female;
672;1996;female;Tanjungbalai  Sumatera Utara  Indonesia
673;1992;male;Phnom Penh
674;1991;male;  
675;1990;male;  
676;1997;female;Phnom Penh
677;1996;male;Medan  Indonesia
678;1968;female;Tbilisi  Georgia
679;1993;male;Yogyakarta
680;1993;female;Djokjakarta  Yogyakarta  Indonesia
681;1982;male;Santo Domingo  Dominican Republic
682;1991;male;Bekasi
683;1996;male;Tanjungbalai  Sumatera Utara  Indonesia
684;1992;male;Toronto  Ontario
685;1983;male;Jogjakarta  Indonesia
686;1998;male;
687;1991;male;Dubai  United Arab Emirates
688;1993;female;Los Angeles  California
689;1980;male;Los Angeles  California
690;1989;male;  
691;1990;male;Rabat  49
692;1997;female;Karcag
693;1997;male;Medan  Indonesia
694;1991;male;Santo Domingo  Dominican Republic
695;1995;female;Djokja  Yogyakarta  Indonesia
696;1995;male;Yogyakarta
697;1987;female;Phnom Penh  11
698;1993;male;Whittier  CA
699;1991;male;Yogyakarta  10
700;1991;male;Klaten  07
701;1987;female;Yogyakarta
702;1986;male;Yogyakarta
703;1992;male;Calabar
704;1993;male;Phnom Penh  11
705;1978;female;
706;1994;male;Medan  Indonesia
707;1993;male;Yogyakarta
708;1995;male;Jakarta  Indonesia
709;1987;female;  
710;1992;male;New Haven  Connecticut
711;1979;male;Los Angeles  California
712;1971;female;Ottawa  Ontario
713;1987;male;  
714;1988;male;  
715;1992;male;Yogyakarta
716;1992;female;Madrid  Spain
717;None;male;
718;1990;male;Medan  Indonesia
719;1992;female;Santo Domingo  Dominican Republic
720;1995;male;Medan  Indonesia
721;1990;male;Semarang  Indonesia
722;1999;female;Bel Air  Flacq  Mauritius
723;1987;male;Budapest  05
724;1992;male;Brahmanbaria  Chittagong  Bangladesh
725;1994;female;
726;1995;male;Roche Terre  Riviere Du Rempart  Mauritius
727;1982;male;
728;1995;male;Malang
729;1978;male;Scotland  Texas
730;1983;male;
731;1984;male;Phnom Pen  Phnum Penh  Cambodia
732;1989;male;Medan  Indonesia
733;1995;male;Jombang  Jawa Timur  Indonesia
734;1987;male;San Francisco  California
735;1992;male;Tebing Tinggi
736;None;female;
737;1993;male;Jakarta  Indonesia
738;None;male;
739;1992;male;
740;1996;male;Santo Domingo  Dominican Republic
741;1993;male;Kumasi  02
742;1995;male;Santo Domingo  Dominican Republic
743;1992;female;Bandung  Indonesia
744;1993;female;Cirebon
745;1990;female;Columbus  Ohio
746;1995;male;Portola Valley  California
747;1986;male;Purworejo  Jawa Tengah  Indonesia
748;1990;female;Jogjakarta  Indonesia
749;1978;male;  
750;1978;male;San Francisco  California
751;1991;female;Cristo Rey  Distrito Nacional
752;1994;female;Yogyakarta
753;1989;female;Hamilton  Ontario
754;1988;male;Medan  Indonesia
755;1989;female;Medan  Indonesia
756;1990;male;Phnom Penh
757;1992;male;Jakarta  Indonesia
758;1963;female;Nairobi  05
759;1981;male;Toronto  Ontario
760;1984;male;Tbilisi  Georgia
761;1978;male;Fernley  NV
762;1990;female;Surabaya  Indonesia
763;1994;female;Fairfield  California
764;1990;male;Jokjakarta  Yogyakarta  Indonesia
765;1992;female;Yogyakarta
766;1991;male;Yogyakarta
767;1993;male;Medan  26
768;1992;male;Barrie  Ontario
769;1992;female;Medan  Indonesia
770;1989;male;Seoul  11
771;1984;male;Lahti  Finland
772;1990;male;Assiut  17
773;1994;female;Sibolga
774;1996;male;Jakarta  04
775;1992;female;Jogjakarta  Indonesia
776;1996;male;Santo Domingo  Dominican Republic
777;1993;female;Siem Reap
778;1969;male;Tunis  Tunisia
779;1991;female;Los Angeles  California
780;1992;male;Tbilisi  Georgia
781;1989;male;Sihanoukville
782;1992;male;Djokja  Yogyakarta  Indonesia
783;1949;female;Miskolc  Hungary
784;1993;female;Bronx  New York
785;1988;male;Phnom Penh
786;1996;male;New York  New York
787;1968;female;Honolulu  Hawaii
788;1986;male;Los Angeles  California
789;1997;male;Tangerang
790;1996;female;Bel Air  Flacq  Mauritius
791;1994;male;Santo Domingo  Dominican Republic
792;1996;female;Santo Domingo  05
793;1994;male;Tebing Tinggi
794;1993;female;Jokjakarta  Yogyakarta  Indonesia
795;1993;female;Medan  Indonesia
796;1992;male;Phnom Pen  Phnum Penh  Cambodia
797;1990;female;Phnom Penh
798;1992;female;Quatre Bornes  Mauritius
799;1998;male;Diosgyor  Miskolc  Hungary
800;1995;male;Tonekabon
801;1985;male;Los Angeles  CA
802;1992;male;Medan  Indonesia
803;1986;female;Jakarta  Indonesia
804;None;male;
805;1991;male;Phnom Penh
806;1991;male;Phnom Penh
807;1990;male;Tbilisi  Georgia
808;1993;male;  
809;1992;male;
810;1996;male;Phnom Penh
811;1987;male;Djokja  Yogyakarta  Indonesia
812;1984;female;
813;1987;male;  
814;1991;male;Banyumas  Jawa Tengah  Indonesia
815;1994;male;Phnom Penh
816;1995;male;Lhokseumawe
817;1994;female;Jokjakarta  Yogyakarta  Indonesia
818;1995;female;Medan  Indonesia
819;1992;male;Medan  Indonesia
820;1988;male;Tehran  Iran
821;1993;female;Santo Domingo  Dominican Republic
822;1977;male;  
823;1975;female;  
824;1993;male;Surabaya  Indonesia
825;1991;female;Jogjakarta  Indonesia
826;1995;male;Medan  Indonesia
827;1993;male;Jakarta  04
828;1987;male;Los Angeles  California
829;1995;male;Medan  Indonesia
830;1993;female;Medan  Indonesia
831;1994;male;Los Angeles  California
832;1989;female;Los Angeles  California
833;1993;female;Triolet  Mauritius
834;1990;male;Medan  Indonesia
835;1989;male;Long Beach  California
836;1992;male;Toronto  Ontario
837;1980;male;Fontana  California
838;1993;male;  
839;1970;female;Fredericton  New Brunswick
840;1994;male;  
841;None;female;
842;1990;female;Yogyakarta
843;1990;female;Santo Domingo  Dominican Republic
844;1994;female;
845;1988;male;  
846;1987;male;Gilbert  Arizona
847;1996;male;Cristo Rey  Distrito Nacional
848;1994;male;Medan  Indonesia
849;1988;female;Yogyakarta
850;1990;female;Medan  Indonesia
851;1994;female;Medan  Indonesia
852;1988;male;Phnom Penh
853;1995;female;Newark  New Jersey
854;1993;male;Bandar Lampung
855;1998;male;Santo Domingo  05
856;1993;female;Yogyakarta
857;1990;male;Phnom Pen  Phnum Penh  Cambodia
858;1984;male;Santa Ana  California
